target_file,function_name,line_num,# of totfailed_TCs,# of mutants,m1:f2p,m1:p2f,m2:f2p,m2:p2f,m3:f2p,m3:p2f,m4:f2p,m4:p2f,m5:f2p,m5:p2f,|muse(s)|,total_f2p,total_p2f,line_total_f2p,line_total_p2f,muse_1,muse_2,muse_3,muse_4,muse susp. score,met susp. score,bug,rank
xmlschemas.c,"xmlSchemaParseModelGroup(xmlSchemaParserCtxtPtr ctxt, xmlSchemaPtr schema, xmlNodePtr node, xmlSchemaTypeType type, int withParticle)",11177.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaParseModelGroupDefRef(xmlSchemaParserCtxtPtr ctxt, xmlSchemaPtr schema, xmlNodePtr node)",9324.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaSAXHandleStartElementNs(void * ctx, const xmlChar * localname, const xmlChar * prefix, const xmlChar * URI, int nb_namespaces, const xmlChar ** namespaces, int nb_attributes, int nb_defaulted, const xmlChar ** attributes)",27204.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaSAXPlug(xmlSchemaValidCtxtPtr ctxt, xmlSAXHandlerPtr * sax, void ** user_data)",28506.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaPValAttrNodeValue(xmlSchemaParserCtxtPtr pctxt, xmlSchemaBasicItemPtr ownerItem, xmlAttrPtr attr, const xmlChar * value, xmlSchemaTypePtr type)",6232.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,xmlSchemaSAXUnplug(xmlSchemaSAXPlugPtr plug),28648.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaVPushText(xmlSchemaValidCtxtPtr vctxt, int nodeType, const xmlChar * value, int len, int mode, int * consumed)",26624.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,xmlSchemaVStart(xmlSchemaValidCtxtPtr vctxt),28059.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,xmlSchemaValidCtxtGetOptions(xmlSchemaValidCtxtPtr ctxt),27810.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,xmlSchemaValidCtxtGetParserCtxt(xmlSchemaValidCtxtPtr ctxt),28887.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,xmlSchemaValidateChildElem(xmlSchemaValidCtxtPtr vctxt),26413.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaValidateDoc(xmlSchemaValidCtxtPtr ctxt, xmlDocPtr doc)",28133.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,xmlSchemaValidateElem(xmlSchemaValidCtxtPtr vctxt),26752.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,xmlSchemaValidateElemDecl(xmlSchemaValidCtxtPtr vctxt),24973.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaValidateElemWildcard(xmlSchemaValidCtxtPtr vctxt, int * skip)",25776.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaValidateFacets(xmlSchemaAbstractCtxtPtr actxt, xmlNodePtr node, xmlSchemaTypePtr type, xmlSchemaValType valType, const xmlChar * value, xmlSchemaValPtr val, unsigned long length, int fireErrors)",24128.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaValidateFile(xmlSchemaValidCtxtPtr ctxt, const char * filename, int options)",28856.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaValidateNotation(xmlSchemaValidCtxtPtr vctxt, xmlSchemaPtr schema, xmlNodePtr node, const xmlChar * value, xmlSchemaValPtr * val, int valNeeded)",21813.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaValidateOneElement(xmlSchemaValidCtxtPtr ctxt, xmlNodePtr elem)",28108.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaValidateQName(xmlSchemaValidCtxtPtr vctxt, const xmlChar * value, xmlSchemaValPtr * val, int valNeeded)",24372.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaValidateSetFilename(xmlSchemaValidCtxtPtr vctxt, const char * filename)",27454.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaValidateSetLocator(xmlSchemaValidCtxtPtr vctxt, xmlSchemaValidityLocatorFunc f, void * ctxt)",28684.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaValidateStream(xmlSchemaValidCtxtPtr ctxt, xmlParserInputBufferPtr input, xmlCharEncoding enc, xmlSAXHandlerPtr sax, void * user_data)",28793.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaValidateStreamInternal(xmlSchemaValidCtxtPtr ctxt, xmlParserCtxtPtr pctxt)",28737.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaValidateStreamLocator(void * ctx, const char ** file, unsigned long * line)",28705.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,xmlSchemaValidatorPopElem(xmlSchemaValidCtxtPtr vctxt),25966.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaValidatorPushAttribute(xmlSchemaValidCtxtPtr vctxt, xmlNodePtr attrNode, int nodeLine, const xmlChar * localName, const xmlChar * nsName, int ownedNames, xmlChar * value, int ownedValue)",23933.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,xmlSchemaValidatorPushElem(xmlSchemaValidCtxtPtr vctxt),25932.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,xmlSchemaWildcardPCToString(int pc),1474.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaXPathEvaluate(xmlSchemaValidCtxtPtr vctxt, xmlElementType nodeType)",22417.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,xmlSchemaXPathPop(xmlSchemaValidCtxtPtr vctxt),22582.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaVExpandQName(xmlSchemaValidCtxtPtr vctxt, const xmlChar * value, const xmlChar ** nsName, const xmlChar ** localName)",24784.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaVErrMemory(xmlSchemaValidCtxtPtr ctxt, const char * extra, xmlNodePtr node)",2047.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,xmlSchemaVDocWalk(xmlSchemaValidCtxtPtr vctxt),27820.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaSubstGroupGet(xmlSchemaParserCtxtPtr pctxt, xmlSchemaElementPtr head)",5682.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaSchemaRelationAddChild(xmlSchemaBucketPtr bucket, xmlSchemaSchemaRelationPtr rel)",10198.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,xmlSchemaSchemaRelationCreate(),9827.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaSetParserErrors(xmlSchemaParserCtxtPtr ctxt, xmlSchemaValidityErrorFunc err, xmlSchemaValidityWarningFunc warn, void * ctx)",21359.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaSetParserStructuredErrors(xmlSchemaParserCtxtPtr ctxt, xmlStructuredErrorFunc serror, void * ctx)",21381.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaSetValidErrors(xmlSchemaValidCtxtPtr ctxt, xmlSchemaValidityErrorFunc err, xmlSchemaValidityWarningFunc warn, void * ctx)",27705.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaSetValidOptions(xmlSchemaValidCtxtPtr ctxt, int options)",27779.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaSetValidStructuredErrors(xmlSchemaValidCtxtPtr ctxt, xmlStructuredErrorFunc serror, void * ctx)",27727.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaSimpleTypeErr(xmlSchemaAbstractCtxtPtr actxt, xmlParserErrors error, xmlNodePtr node, const xmlChar * value, xmlSchemaTypePtr type, int displayValue)",2510.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaSubstGroupAdd(xmlSchemaParserCtxtPtr pctxt, xmlSchemaElementPtr head)",5644.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,xmlSchemaSubstGroupFree(xmlSchemaSubstGroupPtr group),5628.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaSubstGroupFreeEntry(void * group, const xmlChar * name)",5638.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaTypeDump(xmlSchemaTypePtr type, FILE * output)",4471.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaVContentModelCallback(xmlRegExecCtxtPtr exec, const xmlChar * name, void * transdata, void * inputdata)",25922.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaTypeDumpEntry(void * type, void * output, const xmlChar * name)",4565.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaTypeFinalContains(xmlSchemaTypePtr type, int final)",14579.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaTypeFixup(xmlSchemaTypePtr type, xmlSchemaAbstractCtxtPtr actxt)",18538.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,xmlSchemaTypeFixupOptimFacets(xmlSchemaTypePtr type),17818.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,xmlSchemaTypeFixupWhitespace(xmlSchemaTypePtr type),17871.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaUnionWildcards(xmlSchemaParserCtxtPtr ctxt, xmlSchemaWildcardPtr completeWild, xmlSchemaWildcardPtr curWild)",13493.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaVAddNodeQName(xmlSchemaValidCtxtPtr vctxt, const xmlChar * lname, const xmlChar * nsname)",21881.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,xmlSchemaVAttributesComplex(xmlSchemaValidCtxtPtr vctxt),25171.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,xmlSchemaVAttributesSimple(xmlSchemaValidCtxtPtr vctxt),25101.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaVCheckCVCSimpleType(xmlSchemaAbstractCtxtPtr actxt, xmlNodePtr node, xmlSchemaTypePtr type, const xmlChar * value, xmlSchemaValPtr * retVal, int fireErrors, int normalize, int isNormalized)",24442.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaVCheckINodeDataType(xmlSchemaValidCtxtPtr vctxt, xmlSchemaNodeInfoPtr inode, xmlSchemaTypePtr type, const xmlChar * value)",25945.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaPValAttrQName(xmlSchemaParserCtxtPtr ctxt, xmlSchemaPtr schema, xmlSchemaBasicItemPtr ownerItem, xmlNodePtr ownerElem, const char * name, const xmlChar ** uri, const xmlChar ** local)",5855.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaPValAttrNodeQNameValue(xmlSchemaParserCtxtPtr ctxt, xmlSchemaPtr schema, xmlSchemaBasicItemPtr ownerItem, xmlAttrPtr attr, const xmlChar * value, const xmlChar ** uri, const xmlChar ** local)",5745.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,xmlSchemaFreeWildcard(xmlSchemaWildcardPtr wildcard),3872.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaInternalErr(xmlSchemaAbstractCtxtPtr actxt, const char * funcName, const char * message)",2360.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,xmlSchemaGetPrimitiveType(xmlSchemaTypePtr type),13395.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaGetProp(xmlSchemaParserCtxtPtr ctxt, xmlNodePtr node, const char * name)",4699.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaGetPropNode(xmlNodePtr node, const char * name)",4622.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaGetPropNodeNs(xmlNodePtr node, const char * uri, const char * name)",4649.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaGetSchemaBucket(xmlSchemaParserCtxtPtr pctxt, const xmlChar * schemaLocation)",9996.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaGetSchemaBucketByTNS(xmlSchemaParserCtxtPtr pctxt, const xmlChar * targetNamespace, int imported)",10047.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaGetType(xmlSchemaPtr schema, const xmlChar * name, const xmlChar * nsName)",4772.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,xmlSchemaGetUnionSimpleTypeMemberTypes(xmlSchemaTypePtr type),14597.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaGetValidErrors(xmlSchemaValidCtxtPtr ctxt, xmlSchemaValidityErrorFunc * err, xmlSchemaValidityWarningFunc * warn, void ** ctx)",27752.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,xmlSchemaGetWhiteSpaceFacetValue(xmlSchemaTypePtr type),21464.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaHashKeySequence(xmlSchemaValidCtxtPtr vctxt, xmlChar ** buf, xmlSchemaPSVIIDCKeyPtr * seq, int count)",22565.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaIDCAcquireBinding(xmlSchemaValidCtxtPtr vctxt, xmlSchemaIDCMatcherPtr matcher)",22128.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaIDCAcquireTargetList(xmlSchemaValidCtxtPtr vctxt, xmlSchemaIDCMatcherPtr matcher)",22160.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaIDCAddStateObject(xmlSchemaValidCtxtPtr vctxt, xmlSchemaIDCMatcherPtr matcher, xmlSchemaIDCSelectPtr sel, int type)",22348.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaIDCAppendNodeTableItem(xmlSchemaPSVIIDCBindingPtr bind, xmlSchemaPSVIIDCNodePtr ntItem)",22089.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaIDCFillNodeTables(xmlSchemaValidCtxtPtr vctxt, xmlSchemaNodeInfoPtr ielem)",23232.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,xmlSchemaIDCFreeBinding(xmlSchemaPSVIIDCBindingPtr bind),22189.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,xmlSchemaIDCFreeIDCTable(xmlSchemaPSVIIDCBindingPtr bind),22205.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,xmlSchemaIDCFreeKey(xmlSchemaPSVIIDCKeyPtr key),22175.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,xmlSchemaIDCFreeMatcherList(xmlSchemaIDCMatcherPtr matcher),22234.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,xmlSchemaIDCNewBinding(xmlSchemaIDCPtr idcDef),21979.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaIDCRegisterMatchers(xmlSchemaValidCtxtPtr vctxt, xmlSchemaElementPtr elemDecl)",23124.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaIDCReleaseMatcherList(xmlSchemaValidCtxtPtr vctxt, xmlSchemaIDCMatcherPtr matcher)",22280.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaIDCStoreKey(xmlSchemaValidCtxtPtr vctxt, xmlSchemaPSVIIDCKeyPtr key)",22048.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaIDCStoreNodeTableItem(xmlSchemaValidCtxtPtr vctxt, xmlSchemaPSVIIDCNodePtr item)",22007.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,xmlSchemaGetParticleEmptiable(xmlSchemaParticlePtr particle),14732.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaGetParserErrors(xmlSchemaParserCtxtPtr ctxt, xmlSchemaValidityErrorFunc * err, xmlSchemaValidityWarningFunc * warn, void ** ctx)",21405.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaGetNotation(xmlSchemaPtr schema, const xmlChar * name, const xmlChar * nsName)",4882.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaGetComponentQName(xmlChar ** buf, void * item)",1438.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlregexp.c,"xmlFAGenerateEpsilonTransition(xmlRegParserCtxtPtr ctxt, xmlRegStatePtr from, xmlRegStatePtr to)",1428.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaGetAttributeDecl(xmlSchemaPtr schema, const xmlChar * name, const xmlChar * nsName)",4810.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaGetAttributeGroup(xmlSchemaPtr schema, const xmlChar * name, const xmlChar * nsName)",4835.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaGetCanonValueHash(xmlSchemaValPtr val, xmlChar ** retValue)",1588.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlschemas.c,"xmlSchemaGetCanonValueWhtspExt(xmlSchemaValPtr val, xmlSchemaWhitespaceValueType ws, xmlChar ** retValue)",1580.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
